height,weight,label
160,41,low
165,36,low
195,48,low
124,61,high
138,83,high
141,76,high
185,85,ok
151,80,high
126,87,high
152,40,low
160,83,high
157,67,high
189,68,ok
160,44,low
192,81,ok
185,88,high
197,43,low
147,48,ok
154,55,ok
190,84,ok
140,55,high
181,60,low
179,56,low
182,77,ok
200,44,low
120,54,high
174,78,high
148,72,high
188,86,ok
123,98,high
198,65,low
133,64,high
136,45,ok
137,91,high
137,52,high
186,68,ok
158,45,low
196,59,low
143,81,high
133,83,high
156,69,high
189,98,high
142,93,high
132,84,high
157,74,high
133,94,high
163,61,ok
153,41,low
166,65,ok
154,36,low
124,52,high
136,91,high
155,69,high
165,81,high
145,77,high
145,68,high
142,42,ok
151,51,ok
123,72,high
186,61,low
136,41,ok
160,85,high
165,93,high
174,91,high
199,94,ok
199,55,low
144,89,high
148,72,high
182,100,high
175,54,low
138,36,ok
149,78,high
144,83,high
173,88,high
130,42,ok
158,50,ok
197,45,low
143,42,ok
190,88,ok
186,38,low
136,55,high
166,36,low
165,59,ok
155,88,high
141,91,high
165,41,low
166,65,ok
181,66,ok
129,62,high
182,35,low
164,95,high
126,35,ok
144,65,high
199,100,high
180,62,ok
144,76,high
173,60,ok
158,59,ok
177,48,low
183,59,low
122,39,high
182,41,low
168,98,high
138,64,high
188,93,high
165,56,ok
184,62,low
157,70,high
136,87,high
183,93,high
127,91,high
187,46,low
171,39,low
175,38,low
122,70,high
167,67,ok
152,39,low
136,71,high
153,71,high
190,67,ok
136,93,high
141,54,high
134,77,high
174,52,low
197,59,low
160,68,high
170,51,low
175,77,high
149,73,high
155,67,high
141,45,ok
191,70,ok
170,39,low
125,35,ok
191,55,low
175,44,low
167,66,ok
192,97,high
122,66,high
195,35,low
142,47,ok
185,100,high
175,52,low
121,35,ok
155,69,high
163,69,high
145,75,high
192,50,low
142,74,high
156,88,high
199,85,ok
199,81,ok
187,55,low
179,91,high
128,54,high
133,97,high
129,77,high
146,69,high
155,67,high
167,50,low
141,66,high
157,87,high
198,39,low
131,35,ok
128,36,ok
185,64,ok
156,50,ok
156,59,ok
193,97,high
158,54,ok
131,42,ok
143,54,high
197,77,ok
196,48,low
142,57,high
187,84,ok
170,93,high
198,41,low
175,82,high
182,56,low
180,39,low
172,60,ok
196,35,low
196,49,low
183,67,ok
121,44,high
185,58,low
174,42,low
155,68,high
200,73,low
141,98,high
128,92,high
121,75,high
179,96,high
122,49,high
163,97,high
159,42,low
173,86,high
141,46,ok
197,65,low
170,87,high
125,35,ok
185,65,ok
161,35,low
121,62,high
136,87,high
148,43,ok
145,36,low
181,61,ok
172,80,high
169,97,high
139,64,high
180,85,high
171,66,ok
199,73,low
158,100,high
121,48,high
161,46,low
195,95,ok
131,91,high
196,80,ok
184,70,ok
139,75,high
146,68,high
165,45,low
180,64,ok
180,60,ok
120,58,high
153,69,high
127,53,high
157,64,high
146,100,high
193,61,low
164,71,high
131,89,high
126,36,ok
123,99,high
151,60,high
168,40,low
139,100,high
131,69,high
188,47,low
143,41,ok
191,91,ok
137,100,high
153,98,high
128,81,high
197,67,low
147,57,high
127,80,high
143,83,high
189,76,ok
136,41,ok
197,52,low
127,55,high
196,93,ok
194,59,low
169,99,high
188,60,low
181,67,ok
161,60,ok
191,56,low
158,75,high
131,40,ok
191,39,low
189,53,low
175,62,ok
155,35,low
124,87,high
139,77,high
166,65,ok
153,58,ok
173,91,high
139,52,high
165,36,low
133,99,high
192,70,ok
134,85,high
178,75,ok
152,88,high
130,96,high
176,84,high
198,86,ok
137,42,ok
141,88,high
162,71,high
134,100,high
121,89,high
122,55,high
183,77,ok
180,86,high
188,60,low
163,44,low
175,39,low
123,89,high
136,42,ok
165,100,high
185,83,ok
176,74,ok
173,68,ok
144,59,high
168,99,high
166,72,high
158,39,low
183,48,low
177,66,ok
171,75,high
126,74,high
153,100,high
121,62,high
125,69,high
128,57,high
193,65,low
151,66,high
168,79,high
197,79,ok
178,55,low
200,93,ok
146,68,high
185,58,low
158,49,ok
123,88,high
122,69,high
123,60,high
195,95,ok
178,50,low
187,82,ok
135,69,high
137,74,high
122,98,high
158,58,ok
193,41,low
151,40,low
141,66,high
174,68,ok
124,88,high
188,100,high
196,85,ok
200,80,ok
163,49,low
125,95,high
122,39,high
180,74,ok
128,56,high
135,36,ok
151,68,high
127,47,high
143,58,high
133,39,ok
189,59,low
174,87,high
126,55,high
137,85,high
147,61,high
181,95,high
161,83,high
141,50,high
182,45,low
147,89,high
167,51,low
120,81,high
135,43,ok
148,80,high
158,55,ok
187,79,ok
120,83,high
123,95,high
194,71,ok
143,72,high
178,60,ok
125,46,high
194,48,low
192,69,ok
131,76,high
196,87,ok
122,79,high
187,71,ok
163,87,high
170,84,high
157,100,high
175,37,low
183,77,ok
198,86,ok
190,58,low
167,43,low
199,35,low
133,71,high
165,79,high
134,88,high
170,74,high
158,97,high
121,57,high
170,65,ok
182,77,ok
164,54,ok
166,79,high
150,43,ok
162,62,ok
176,93,high
171,68,ok
190,43,low
192,90,ok
129,64,high
169,64,ok
194,96,high
121,40,high
184,50,low
142,62,high
196,53,low
161,52,ok
196,95,ok
161,64,ok
186,85,ok
127,80,high
160,47,low
150,100,high
180,45,low
132,57,high
147,93,high
140,84,high
158,59,ok
148,76,high
139,47,ok
131,57,high
163,59,ok
142,72,high
191,97,high
168,48,low
169,39,low
131,73,high
142,43,ok
191,70,ok
174,41,low
132,61,high
157,61,ok
191,60,low
145,81,high
156,52,ok
131,50,high
143,42,ok
138,87,high
125,87,high
193,99,high
189,71,ok
162,93,high
141,91,high
192,85,ok
196,95,ok
139,95,high
198,94,ok
160,36,low
172,46,low
152,60,high
163,58,ok
122,100,high
149,56,high
197,57,low
168,95,high
160,49,ok
179,90,high
135,51,high
195,78,ok
144,41,ok
125,60,high
133,94,high
183,41,low
131,58,high
159,45,low
180,82,high
120,45,high
135,61,high
160,99,high
127,42,high
189,80,ok
171,67,ok
137,93,high
123,53,high
149,65,high
136,79,high
134,49,high
170,41,low
161,67,high
152,37,low
130,49,high
134,93,high
148,57,high
199,82,ok
191,49,low
195,99,high
143,81,high
122,81,high
137,91,high
153,60,high
122,62,high
186,53,low
143,50,ok
161,75,high
164,46,low
191,51,low
182,44,low
144,69,high
134,36,ok
197,84,ok
158,92,high
127,37,ok
169,36,low
199,38,low
135,73,high
199,99,ok
175,95,high
145,96,high
189,50,low
164,67,ok
173,85,high
187,52,low
191,99,high
157,95,high
182,70,ok
139,36,ok
187,58,low
197,51,low
144,66,high
195,78,ok
139,90,high
160,81,high
199,51,low
197,64,low
158,50,ok
171,57,ok
173,71,ok
160,80,high
172,57,ok
190,59,low
145,69,high
131,56,high
179,52,low
155,70,high
184,80,ok
124,83,high
144,50,ok
186,87,high
161,91,high
120,35,ok
127,46,high
130,53,high
136,44,ok
152,88,high
137,91,high
175,70,ok
192,54,low
158,45,low
169,84,high
185,60,low
122,90,high
152,40,low
129,51,high
129,62,high
124,46,high
154,60,high
125,89,high
151,96,high
179,48,low
172,47,low
185,42,low
156,71,high
132,85,high
195,46,low
127,75,high
147,56,high
186,43,low
143,70,high
174,87,high
163,64,ok
178,36,low
146,45,ok
154,98,high
166,49,low
192,91,ok
171,76,high
156,86,high
130,52,high
168,68,ok
132,48,high
177,59,ok
189,73,ok
191,94,high
199,88,ok
137,93,high
189,72,ok
179,35,low
194,91,ok
138,51,high
188,66,ok
196,55,low
174,70,ok
154,78,high
148,83,high
174,51,low
136,71,high
132,49,high
141,89,high
131,44,high
151,41,low
162,53,ok
156,92,high
125,97,high
147,88,high
127,94,high
167,43,low
163,92,high
149,74,high
133,62,high
165,41,low
167,68,ok
156,58,ok
131,100,high
183,100,high
181,81,ok
130,91,high
183,100,high
185,42,low
130,91,high
163,77,high
184,83,ok
156,60,ok
126,92,high
183,70,ok
189,35,low
199,96,ok
190,81,ok
150,43,ok
196,54,low
178,91,high
155,90,high
168,71,high
147,53,ok
194,47,low
187,59,low
166,46,low
146,71,high
145,95,high
198,43,low
158,85,high
126,89,high
179,75,ok
124,67,high
181,50,low
197,63,low
124,51,high
137,68,high
172,77,high
171,80,high
184,78,ok
184,46,low
198,64,low
140,95,high
152,94,high
138,92,high
123,95,high
189,92,high
167,37,low
151,90,high
187,45,low
145,61,high
177,52,low
194,83,ok
196,83,ok
161,56,ok
150,80,high
148,36,low
177,98,high
140,58,high
175,64,ok
161,73,high
137,57,high
126,85,high
128,69,high
122,71,high
188,39,low
135,44,ok
185,54,low
188,90,high
166,52,ok
194,72,ok
178,83,high
143,80,high
138,81,high
123,81,high
153,38,low
123,90,high
182,60,low
159,77,high
174,83,high
169,47,low
130,60,high
121,81,high
175,63,ok
165,80,high
153,56,ok
150,42,ok
195,89,ok
157,57,ok
176,72,ok
156,100,high
138,65,high
126,77,high
130,59,high
157,59,ok
187,59,low
138,79,high
138,75,high
156,61,high
165,61,ok
193,89,ok
156,39,low
124,46,high
134,79,high
156,100,high
152,91,high
187,86,ok
159,45,low
121,77,high
122,70,high
192,96,high
155,57,ok
127,45,high
181,44,low
131,100,high
128,52,high
189,76,ok
137,66,high
154,50,ok
120,72,high
162,56,ok
190,74,ok
139,97,high
135,65,high
151,61,high
126,80,high
163,60,ok
179,72,ok
152,56,ok
147,49,ok
165,93,high
192,74,ok
165,75,high
135,93,high
137,100,high
142,35,low
191,87,ok
194,38,low
149,69,high
183,55,low
191,93,high
151,77,high
126,49,high
129,94,high
127,43,high
198,46,low
175,68,ok
134,39,ok
175,49,low
139,43,ok
177,46,low
146,39,low
124,81,high
157,62,high
165,64,ok
178,100,high
138,48,high
172,57,ok
167,97,high
125,56,high
125,54,high
199,48,low
147,92,high
167,61,ok
195,40,low
125,97,high
133,60,high
156,50,ok
165,49,low
163,88,high
139,46,ok
177,99,high
186,48,low
169,81,high
168,46,low
131,66,high
121,95,high
126,92,high
170,96,high
148,60,high
167,94,high
123,75,high
174,77,high
192,62,low
148,54,ok
157,67,high
150,53,ok
121,40,high
160,87,high
157,42,low
197,69,low
194,59,low
172,81,high
175,74,ok
120,78,high
149,84,high
170,56,ok
137,56,high
177,66,ok
135,68,high
167,76,high
159,62,ok
140,83,high
121,38,high
147,66,high
136,38,ok
149,99,high
173,81,high
148,68,high
150,39,low
120,35,ok
194,90,ok
133,60,high
156,61,high
190,71,ok
188,52,low
167,77,high
164,82,high
150,57,high
140,56,high
169,67,ok
123,50,high
133,67,high
125,38,ok
128,87,high
155,55,ok
180,83,high
133,64,high
150,53,ok
146,57,high
132,88,high
153,96,high
125,67,high
151,48,ok
146,49,ok
122,85,high
125,50,high
123,81,high
186,62,low
197,46,low
174,53,low
140,54,high
151,65,high
137,38,ok
146,64,high
187,57,low
198,59,low
199,98,ok
157,96,high
126,55,high
154,86,high
147,69,high
165,71,high
186,54,low
120,79,high
131,41,ok
140,67,high
130,61,high
150,70,high
169,64,ok
186,90,high
179,37,low
166,52,ok
131,96,high
198,82,ok
186,71,ok
163,64,ok
190,39,low
186,35,low
186,43,low
173,43,low
166,89,high
197,49,low
156,84,high
199,91,ok
182,46,low
154,97,high
145,36,low
141,53,high
170,56,ok
130,44,high
162,71,high
154,36,low
176,51,low
181,53,low
134,41,ok
185,49,low
184,69,ok
120,61,high
184,36,low
179,78,ok
150,82,high
131,87,high
184,35,low
163,36,low
128,78,high
142,48,ok
128,72,high
148,78,high
182,81,ok
163,62,ok
178,37,low
162,88,high
143,45,ok
139,47,ok
171,73,ok
138,63,high
198,78,ok
174,57,ok
160,51,ok
189,65,low
139,71,high
156,50,ok
170,46,low
191,77,ok
139,56,high
152,86,high
168,81,high
183,59,low
192,57,low
169,77,high
188,37,low
135,44,ok
167,42,low
145,91,high
156,40,low
166,47,low
167,51,low
158,69,high
132,43,ok
187,94,high
132,64,high
130,83,high
128,71,high
196,58,low
120,43,high
141,43,ok
159,37,low
178,72,ok
160,71,high
125,50,high
182,48,low
185,37,low
198,67,low
154,68,high
135,55,high
131,65,high
170,63,ok
145,52,ok
190,42,low
158,73,high
133,43,ok
162,50,ok
130,74,high
193,40,low
143,92,high
189,57,low
130,73,high
134,89,high
180,58,low
140,76,high
125,91,high
161,60,ok
177,36,low
192,88,ok
191,67,low
147,42,ok
197,75,ok
149,49,ok
180,73,ok
167,68,ok
152,76,high
137,100,high
131,84,high
169,39,low
146,78,high
132,94,high
166,71,high
194,74,ok
134,46,high
159,64,high
155,57,ok
169,86,high
143,78,high
135,56,high
141,86,high
188,53,low
127,54,high
122,52,high
128,60,high
159,55,ok
175,64,ok
196,66,low
153,69,high
142,56,high
124,97,high
131,74,high
137,35,ok
144,46,ok
147,86,high
156,54,ok
186,60,low
189,84,ok
176,68,ok
186,82,ok
189,93,high
188,70,ok
199,78,ok
155,73,high
193,89,ok
167,47,low
174,37,low
152,59,high
129,97,high
147,48,ok
194,38,low
160,44,low
184,58,low
135,38,ok
156,47,ok
161,70,high
187,53,low
184,97,high
158,49,ok
160,88,high
136,38,ok
161,92,high
163,74,high
190,75,ok
183,45,low
128,71,high
151,52,ok
137,57,high
142,84,high
196,84,ok
134,75,high
136,88,high
179,66,ok
183,64,ok
154,48,ok
189,89,ok
187,81,ok
145,65,high
140,98,high
152,75,high
167,46,low
120,92,high
121,81,high
147,43,ok
126,55,high
170,75,high
125,70,high
158,65,high
193,38,low
178,100,high
138,41,ok
162,71,high
189,55,low
135,56,high
129,51,high
134,37,ok
124,93,high
162,99,high
131,81,high
164,40,low
193,97,high
162,84,high
125,99,high
178,100,high
121,46,high
156,99,high
135,53,high
182,51,low
146,62,high
145,53,high
120,53,high
133,89,high
121,63,high
140,41,ok
195,89,ok
146,62,high
180,81,high
178,74,ok
192,97,high
183,62,ok
156,90,high
191,85,ok
178,94,high
135,73,high
190,56,low
197,35,low
151,96,high
163,71,high
169,83,high
151,61,high
156,50,ok
174,73,ok
155,97,high
154,91,high
200,91,ok
149,41,low
122,47,high
120,35,ok
139,44,ok
178,61,ok
139,76,high
189,52,low
163,48,low
190,48,low
141,66,high
161,60,ok
191,98,high
146,63,high
145,44,ok
197,89,ok
142,81,high
150,75,high
154,54,ok
166,63,ok
141,95,high
121,87,high
160,38,low
162,83,high
140,44,ok
191,67,low
163,84,high
173,64,ok
156,52,ok
151,57,ok
195,48,low
134,70,high
127,95,high
122,90,high
161,90,high
164,35,low
151,35,low
141,80,high
164,41,low
140,39,ok
161,70,high
150,39,low
184,82,ok
166,81,high
145,66,high
138,60,high
136,80,high
173,36,low
169,89,high
161,78,high
183,90,high
134,89,high
182,89,high
147,78,high
192,78,ok
137,71,high
134,57,high
174,95,high
124,60,high
121,35,ok
194,88,ok
144,45,ok
150,72,high
152,66,high
153,55,ok
138,50,high
198,43,low
146,40,ok
193,50,low
122,63,high
195,47,low
156,63,high
131,96,high
191,91,ok
143,70,high
180,59,low
196,90,ok
189,86,ok
136,45,ok
148,84,high
137,56,high
128,92,high
126,37,ok
150,96,high
189,39,low
151,77,high
166,44,low
164,96,high
160,39,low
166,40,low
154,74,high
124,88,high
138,40,ok
193,87,ok
136,61,high
182,52,low
128,83,high
174,48,low
126,42,high
185,64,ok
151,73,high
181,86,high
149,63,high
124,48,high
178,71,ok
189,64,low
146,81,high
161,79,high
137,37,ok
162,95,high
176,64,ok
128,80,high
146,88,high
171,73,ok
172,58,ok
197,52,low
129,35,ok
154,53,ok
176,75,ok
126,65,high
195,69,low
185,90,high
200,88,ok
157,100,high
141,70,high
162,94,high
142,51,high
168,36,low
155,65,high
151,81,high
143,52,high
180,93,high
174,70,ok
159,39,low
192,70,ok
185,84,ok
129,79,high
147,60,high
150,39,low
125,71,high
173,67,ok
141,42,ok
133,38,ok
148,53,ok
127,85,high
200,63,low
188,79,ok
143,77,high
194,89,ok
150,60,high
166,60,ok
139,41,ok
190,85,ok
170,75,high
120,55,high
125,73,high
156,40,low
125,74,high
140,57,high
159,79,high
172,86,high
175,50,low
173,81,high
127,65,high
136,38,ok
161,98,high
192,43,low
183,99,high
189,78,ok
166,86,high
130,36,ok
159,36,low
158,35,low
190,100,high
142,95,high
131,93,high
121,62,high
157,50,ok
154,91,high
161,41,low
155,70,high
184,95,high
192,97,high
178,53,low
146,63,high
120,77,high
151,97,high
158,41,low
139,83,high
166,43,low
199,45,low
151,53,ok
173,37,low
168,62,ok
157,59,ok
141,66,high
132,87,high
179,78,ok
125,98,high
178,95,high
157,78,high
186,52,low
168,97,high
144,77,high
185,77,ok
147,85,high
162,43,low
157,95,high
162,98,high
160,74,high
191,73,ok
160,38,low
195,76,ok
169,39,low
199,81,ok
186,100,high
124,44,high
156,50,ok
182,63,ok
164,41,low
124,63,high
128,55,high
146,82,high
173,38,low
171,58,ok
158,36,low
120,76,high
146,51,ok
191,50,low
129,58,high
151,64,high
139,86,high
149,94,high
149,50,ok
180,46,low
153,71,high
129,98,high
163,55,ok
159,80,high
157,72,high
151,78,high
140,62,high
131,55,high
126,72,high
180,41,low
184,58,low
165,53,ok
169,53,ok
162,79,high
148,51,ok
126,75,high
143,69,high
127,87,high
154,35,low
154,57,ok
162,49,ok
191,81,ok
188,95,high
151,74,high
168,100,high
163,72,high
143,48,ok
191,48,low
174,94,high
130,46,high
173,99,high
141,75,high
123,57,high
159,47,ok
189,54,low
190,71,ok
131,88,high
135,79,high
126,60,high
121,43,high
178,97,high
196,91,ok
166,52,ok
153,66,high
131,63,high
170,43,low
145,42,ok
163,42,low
178,66,ok
191,59,low
160,66,high
145,79,high
158,84,high
137,36,ok
124,52,high
172,42,low
151,91,high
182,86,high
164,67,ok
198,81,ok
156,72,high
154,82,high
155,63,high
182,86,high
126,63,high
170,63,ok
155,95,high
178,50,low
153,79,high
169,51,low
195,90,ok
186,78,ok
182,69,ok
131,99,high
140,85,high
150,36,low
134,48,high
152,38,low
139,94,high
127,89,high
161,87,high
138,83,high
157,75,high
166,60,ok
175,80,high
170,66,ok
170,76,high
164,71,high
126,53,high
121,37,high
129,78,high
169,93,high
186,52,low
151,62,high
131,59,high
193,56,low
138,53,high
170,85,high
161,68,high
189,73,ok
200,94,ok
191,78,ok
129,91,high
144,97,high
128,44,high
176,100,high
170,61,ok
147,75,high
196,60,low
174,100,high
164,83,high
187,100,high
190,68,ok
168,68,ok
146,71,high
197,54,low
128,77,high
153,54,ok
133,91,high
150,76,high
188,91,high
166,70,high
157,40,low
193,80,ok
186,75,ok
136,56,high
176,83,high
187,73,ok
135,95,high
143,40,ok
191,88,ok
124,54,high
179,93,high
189,58,low
147,92,high
143,77,high
197,67,low
169,68,ok
179,84,high
174,49,low
146,96,high
195,47,low
183,39,low
177,99,high
187,38,low
151,82,high
152,85,high
179,67,ok
187,51,low
170,87,high
156,70,high
192,58,low
139,36,ok
173,42,low
172,57,ok
175,68,ok
166,51,ok
138,63,high
158,95,high
163,93,high
192,50,low
200,59,low
194,71,ok
132,53,high
177,76,ok
122,51,high
127,98,high
142,38,ok
174,68,ok
129,67,high
146,51,ok
138,81,high
163,52,ok
135,72,high
188,57,low
151,93,high
166,100,high
195,55,low
199,85,ok
139,72,high
190,72,ok
180,77,ok
125,96,high
173,36,low
182,41,low
193,39,low
200,99,ok
163,97,high
153,36,low
191,76,ok
157,75,high
120,36,high
162,91,high
166,56,ok
192,96,high
135,44,ok
183,55,low
147,66,high
135,79,high
188,62,low
197,36,low
172,55,ok
161,67,high
133,43,ok
178,66,ok
185,61,low
146,78,high
148,93,high
171,44,low
177,97,high
132,65,high
188,48,low
198,38,low
134,38,ok
146,86,high
172,69,ok
188,92,high
173,40,low
182,37,low
195,40,low
130,96,high
121,43,high
129,81,high
136,68,high
174,77,high
184,71,ok
179,58,low
123,66,high
193,90,ok
191,81,ok
173,80,high
192,35,low
183,49,low
144,98,high
170,78,high
153,41,low
139,78,high
165,68,ok
139,70,high
141,76,high
150,96,high
166,41,low
141,98,high
169,36,low
161,81,high
181,80,ok
151,51,ok
167,36,low
133,54,high
195,60,low
176,92,high
136,50,high
129,87,high
169,100,high
172,46,low
144,96,high
164,100,high
191,74,ok
171,56,ok
163,41,low
165,76,high
137,87,high
200,82,ok
192,52,low
196,85,ok
183,65,ok
189,57,low
191,75,ok
164,37,low
161,51,ok
137,72,high
181,90,high
136,81,high
131,80,high
130,47,high
174,80,high
120,77,high
184,73,ok
151,65,high
173,100,high
141,62,high
149,37,low
178,62,ok
191,37,low
123,64,high
140,86,high
147,50,ok
125,92,high
127,57,high
190,71,ok
148,100,high
125,65,high
179,43,low
152,38,low
148,88,high
125,70,high
174,89,high
147,37,low
134,55,high
177,37,low
171,38,low
136,74,high
182,63,ok
163,85,high
120,44,high
177,37,low
175,54,low
182,87,high
136,87,high
136,75,high
157,100,high
136,41,ok
133,97,high
164,55,ok
171,45,low
140,96,high
151,91,high
183,94,high
142,60,high
186,43,low
189,76,ok
169,77,high
184,69,ok
149,66,high
122,52,high
195,39,low
167,82,high
174,56,low
163,65,ok
135,76,high
153,81,high
158,57,ok
161,37,low
143,35,low
139,52,high
195,57,low
177,84,high
199,39,low
159,51,ok
132,91,high
126,64,high
136,53,high
159,86,high
136,78,high
153,69,high
140,99,high
178,67,ok
163,59,ok
172,35,low
183,63,ok
173,59,ok
155,56,ok
159,35,low
156,42,low
170,67,ok
184,38,low
148,75,high
134,41,ok
183,40,low
140,70,high
152,57,ok
132,71,high
148,91,high
195,89,ok
176,41,low
129,51,high
180,46,low
128,81,high
126,67,high
132,87,high
146,95,high
187,78,ok
150,43,ok
150,53,ok
192,91,ok
156,36,low
184,37,low
184,100,high
148,37,low
176,85,high
120,54,high
167,77,high
151,37,low
198,90,ok
127,73,high
196,89,ok
189,36,low
120,93,high
192,36,low
170,87,high
146,57,high
194,42,low
177,71,ok
170,79,high
147,72,high
177,79,high
167,37,low
196,97,high
194,69,low
133,70,high
140,51,high
196,82,ok
156,43,low
190,74,ok
156,41,low
156,67,high
126,88,high
196,73,ok
160,58,ok
149,59,high
156,54,ok
180,95,high
134,55,high
143,82,high
187,45,low
170,97,high
149,65,high
138,61,high
197,92,ok
123,92,high
160,51,ok
194,92,ok
193,90,ok
169,78,high
180,40,low
148,44,ok
185,36,low
180,84,high
161,47,low
136,45,ok
156,91,high
190,72,ok
149,100,high
123,51,high
127,100,high
158,91,high
164,75,high
137,48,high
140,58,high
180,63,ok
181,94,high
184,41,low
190,62,low
197,93,ok
194,93,ok
199,41,low
121,51,high
188,50,low
189,68,ok
176,55,low
159,54,ok
171,72,ok
152,68,high
184,77,ok
153,71,high
189,44,low
166,49,low
121,58,high
174,58,ok
187,56,low
198,43,low
159,92,high
176,63,ok
184,67,ok
198,54,low
146,37,low
160,94,high
132,72,high
141,75,high
185,35,low
137,72,high
193,100,high
186,81,ok
129,46,high
143,57,high
195,46,low
179,59,low
141,61,high
191,97,high
173,53,low
121,78,high
142,66,high
168,56,ok
194,46,low
175,99,high
161,91,high
144,86,high
147,50,ok
146,42,ok
140,89,high
156,96,high
146,69,high
176,76,ok
164,40,low
126,44,high
168,76,high
139,56,high
191,68,ok
127,35,ok
159,56,ok
156,92,high
192,85,ok
163,74,high
159,47,ok
143,45,ok
195,38,low
151,82,high
138,51,high
157,72,high
147,44,ok
147,71,high
155,94,high
197,86,ok
179,45,low
133,94,high
188,72,ok
170,77,high
169,82,high
197,56,low
125,84,high
137,48,high
183,94,high
148,52,ok
182,100,high
193,45,low
199,66,low
199,54,low
177,53,low
172,70,ok
153,92,high
175,61,ok
137,66,high
180,46,low
127,37,ok
165,90,high
155,36,low
129,46,high
163,45,low
175,98,high
179,94,high
169,83,high
147,93,high
191,64,low
156,43,low
132,87,high
197,55,low
133,37,ok
164,95,high
130,73,high
126,75,high
200,58,low
162,66,high
195,68,low
200,64,low
122,50,high
146,79,high
190,44,low
122,55,high
199,91,ok
185,65,ok
160,50,ok
159,40,low
156,83,high
200,40,low
190,71,ok
121,100,high
150,66,high
197,40,low
140,56,high
195,41,low
144,35,low
154,85,high
195,73,ok
199,62,low
163,100,high
159,73,high
197,45,low
186,93,high
131,94,high
122,82,high
173,81,high
160,96,high
177,88,high
121,37,high
194,66,low
123,90,high
191,37,low
165,86,high
131,68,high
127,89,high
147,72,high
143,44,ok
152,83,high
124,85,high
198,74,ok
186,61,low
152,43,ok
150,89,high
123,67,high
145,61,high
188,86,ok
174,48,low
178,85,high
167,50,low
197,37,low
200,49,low
162,94,high
181,76,ok
145,83,high
143,43,ok
146,68,high
191,67,low
141,40,ok
187,77,ok
172,72,ok
184,49,low
147,36,low
195,51,low
132,49,high
174,87,high
168,49,low
197,44,low
149,76,high
149,88,high
161,78,high
182,67,ok
127,58,high
165,69,high
135,86,high
192,74,ok
148,88,high
169,82,high
123,83,high
164,58,ok
185,42,low
168,65,ok
190,63,low
126,99,high
162,94,high
174,40,low
123,38,high
134,74,high
169,67,ok
160,100,high
132,63,high
120,43,high
163,36,low
142,70,high
165,71,high
153,44,ok
156,96,high
165,79,high
151,83,high
179,83,high
168,92,high
199,75,ok
194,52,low
143,62,high
187,96,high
183,50,low
147,54,ok
158,76,high
173,83,high
182,94,high
192,77,ok
180,98,high
145,37,low
190,60,low
133,47,high
193,63,low
196,65,low
163,80,high
120,43,high
135,62,high
176,67,ok
146,86,high
144,67,high
168,98,high
175,38,low
173,66,ok
159,95,high
133,54,high
140,100,high
181,78,ok
121,51,high
186,36,low
159,88,high
186,70,ok
196,47,low
138,79,high
198,81,ok
152,55,ok
182,65,ok
126,37,ok
135,36,ok
163,86,high
138,84,high
126,43,high
124,62,high
124,63,high
133,73,high
137,86,high
142,88,high
195,43,low
186,98,high
194,88,ok
143,93,high
199,89,ok
190,61,low
126,73,high
153,56,ok
200,69,low
194,93,ok
136,46,ok
157,79,high
174,78,high
185,68,ok
157,99,high
150,71,high
188,44,low
168,35,low
192,87,ok
187,96,high
175,48,low
172,99,high
177,69,ok
148,74,high
166,68,ok
169,82,high
171,73,ok
163,64,ok
141,74,high
124,95,high
190,57,low
172,71,ok
175,35,low
123,88,high
174,39,low
156,75,high
153,63,high
183,71,ok
147,73,high
128,86,high
152,70,high
144,94,high
142,65,high
182,39,low
192,73,ok
200,55,low
124,96,high
191,56,low
130,66,high
184,48,low
143,83,high
157,52,ok
120,71,high
187,80,ok
125,78,high
176,49,low
159,58,ok
129,82,high
147,66,high
155,39,low
192,66,low
177,90,high
195,64,low
142,38,ok
159,96,high
194,60,low
121,71,high
157,54,ok
179,36,low
120,40,high
157,39,low
165,70,high
160,78,high
186,93,high
145,43,ok
182,44,low
163,50,ok
123,61,high
154,91,high
157,94,high
182,90,high
135,72,high
181,96,high
195,64,low
156,61,high
124,62,high
162,88,high
177,38,low
194,69,low
132,69,high
134,42,ok
168,41,low
185,45,low
179,89,high
147,98,high
124,71,high
200,95,ok
196,83,ok
152,91,high
143,58,high
159,91,high
178,92,high
171,69,ok
163,79,high
128,81,high
121,62,high
199,46,low
176,81,high
199,86,ok
194,40,low
124,98,high
121,91,high
133,67,high
152,92,high
200,87,ok
153,58,ok
165,80,high
191,70,ok
160,63,ok
177,61,ok
132,53,high
180,99,high
131,35,ok
131,89,high
192,88,ok
129,84,high
162,91,high
130,93,high
161,86,high
154,69,high
154,40,low
142,74,high
131,78,high
189,58,low
162,89,high
149,85,high
185,74,ok
155,67,high
150,42,ok
135,70,high
168,57,ok
186,44,low
190,58,low
179,88,high
144,79,high
193,82,ok
178,79,ok
121,64,high
175,81,high
157,79,high
195,100,high
197,71,low
139,90,high
155,59,ok
181,93,high
160,80,high
129,100,high
176,80,high
194,86,ok
177,57,low
182,100,high
181,80,ok
193,84,ok
194,48,low
175,100,high
167,54,ok
178,37,low
139,85,high
185,73,ok
150,98,high
158,80,high
159,84,high
171,95,high
140,77,high
126,77,high
188,40,low
135,50,high
124,73,high
148,62,high
132,57,high
197,69,low
165,96,high
177,95,high
